STATUS,REASON,ORIGIN,SUBJECT,PRIORITY,DESCRIPTION,ISCLOSED,CLOSEDDATE,ISESCALATED,CREATEDDATE,NICE_INCONTACT_CLOSED_DATE_TIME__C,NIC_CREATED_DATE__C,Business_Hours
Closed,,Phone,Product Inquiry,High,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,TRUE,2019-01-30T14:47:41.000Z,,2019-01-30T14:43:41.000Z,2019-01-30 14:47:41 UTC,2019-01-30T14:43:41Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,TRUE,2018-10-26T11:42:00.000Z,,2018-10-26T11:38:00.000Z,2018-10-26 11:42:00 UTC,2018-10-26T11:38:00Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,TRUE,2018-11-07T22:38:46.000Z,,2018-11-07T22:34:46.000Z,2018-11-07 22:38:46 UTC,2018-11-07T22:34:46Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,TRUE,2019-09-21T10:18:11.000Z,,2019-09-21T10:14:11.000Z,2019-09-21 10:18:11 UTC,2019-09-21T10:14:11Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,TRUE,2018-12-20T16:25:11.000Z,,2018-12-20T16:21:11.000Z,2018-12-20 16:25:11 UTC,2018-12-20T16:21:11Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,sagittis nam congue risus semper porta volutpat quam pede lobortis,TRUE,2019-04-27T09:06:15.000Z,,2019-04-27T09:02:15.000Z,2019-04-27 09:06:15 UTC,2019-04-27T09:02:15Z,01m4P000000m2dc
Closed,,Email,Known Issue,High,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,TRUE,2019-10-01T06:45:52.000Z,,2019-10-01T06:41:52.000Z,2019-10-01 06:45:52 UTC,2019-10-01T06:41:52Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,TRUE,2019-02-13T17:49:05.000Z,,2019-02-13T17:45:05.000Z,2019-02-13 17:49:05 UTC,2019-02-13T17:45:05Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,TRUE,2019-08-18T14:18:36.000Z,,2019-08-18T14:14:36.000Z,2019-08-18 14:18:36 UTC,2019-08-18T14:14:36Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,TRUE,2018-11-17T17:21:49.000Z,,2018-11-17T17:17:49.000Z,2018-11-17 17:21:49 UTC,2018-11-17T17:17:49Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,TRUE,2019-03-01T08:08:58.000Z,,2019-03-01T08:04:58.000Z,2019-03-01 08:08:58 UTC,2019-03-01T08:04:58Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,TRUE,2019-05-23T15:35:53.000Z,,2019-05-23T15:31:53.000Z,2019-05-23 15:35:53 UTC,2019-05-23T15:31:53Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,in faucibus orci luctus et ultrices posuere cubilia curae donec,TRUE,2019-08-19T09:23:23.000Z,,2019-08-19T09:19:23.000Z,2019-08-19 09:23:23 UTC,2019-08-19T09:19:23Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,TRUE,2018-10-17T21:19:28.000Z,,2018-10-17T21:15:28.000Z,2018-10-17 21:19:28 UTC,2018-10-17T21:15:28Z,01m4P000000m2dc
Closed,,Email,Product Support,High,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,TRUE,2019-09-18T06:19:24.000Z,,2019-09-18T06:15:24.000Z,2019-09-18 06:19:24 UTC,2019-09-18T06:15:24Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,cras mi pede malesuada in imperdiet et commodo vulputate justo,TRUE,2019-06-30T09:09:15.000Z,,2019-06-30T09:05:15.000Z,2019-06-30 09:09:15 UTC,2019-06-30T09:05:15Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,TRUE,2019-04-14T03:13:35.000Z,,2019-04-14T03:09:35.000Z,2019-04-14 03:13:35 UTC,2019-04-14T03:09:35Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,TRUE,2019-10-09T11:51:48.000Z,,2019-10-09T11:47:48.000Z,2019-10-09 11:51:48 UTC,2019-10-09T11:47:48Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,TRUE,2019-07-18T06:32:55.000Z,,2019-07-18T06:28:55.000Z,2019-07-18 06:32:55 UTC,2019-07-18T06:28:55Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,TRUE,2019-08-04T07:26:37.000Z,,2019-08-04T07:22:37.000Z,2019-08-04 07:26:37 UTC,2019-08-04T07:22:37Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,TRUE,2019-07-09T12:11:20.000Z,,2019-07-09T12:07:20.000Z,2019-07-09 12:11:20 UTC,2019-07-09T12:07:20Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Low,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,TRUE,2019-07-31T06:28:21.000Z,,2019-07-31T06:24:21.000Z,2019-07-31 06:28:21 UTC,2019-07-31T06:24:21Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,TRUE,2019-08-19T18:00:56.000Z,,2019-08-19T17:56:56.000Z,2019-08-19 18:00:56 UTC,2019-08-19T17:56:56Z,01m4P000000m2dc
Closed,,Phone,Product Support,Medium,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,TRUE,2018-12-29T17:07:54.000Z,,2018-12-29T17:03:54.000Z,2018-12-29 17:07:54 UTC,2018-12-29T17:03:54Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,TRUE,2019-09-22T07:35:24.000Z,,2019-09-22T07:31:24.000Z,2019-09-22 07:35:24 UTC,2019-09-22T07:31:24Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,TRUE,2019-02-17T06:56:26.000Z,,2019-02-17T06:52:26.000Z,2019-02-17 06:56:26 UTC,2019-02-17T06:52:26Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,TRUE,2019-04-15T03:25:34.000Z,,2019-04-15T03:21:34.000Z,2019-04-15 03:25:34 UTC,2019-04-15T03:21:34Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,TRUE,2018-11-11T09:08:37.000Z,,2018-11-11T09:04:37.000Z,2018-11-11 09:08:37 UTC,2018-11-11T09:04:37Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,TRUE,2019-10-12T11:14:48.000Z,,2019-10-12T11:10:48.000Z,2019-10-12 11:14:48 UTC,2019-10-12T11:10:48Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,TRUE,2018-11-24T21:50:04.000Z,,2018-11-24T21:46:04.000Z,2018-11-24 21:50:04 UTC,2018-11-24T21:46:04Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,TRUE,2019-02-03T03:30:21.000Z,,2019-02-03T03:26:21.000Z,2019-02-03 03:30:21 UTC,2019-02-03T03:26:21Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,TRUE,2019-07-27T00:47:46.000Z,,2019-07-27T00:43:46.000Z,2019-07-27 00:47:46 UTC,2019-07-27T00:43:46Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,TRUE,2019-03-05T00:37:04.000Z,,2019-03-05T00:33:04.000Z,2019-03-05 00:37:04 UTC,2019-03-05T00:33:04Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,TRUE,2019-01-31T18:26:57.000Z,,2019-01-31T18:22:57.000Z,2019-01-31 18:26:57 UTC,2019-01-31T18:22:57Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,TRUE,2019-02-21T16:09:42.000Z,,2019-02-21T16:05:42.000Z,2019-02-21 16:09:42 UTC,2019-02-21T16:05:42Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,TRUE,2018-12-21T14:06:28.000Z,,2018-12-21T14:02:28.000Z,2018-12-21 14:06:28 UTC,2018-12-21T14:02:28Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,at dolor quis odio consequat varius integer ac leo pellentesque,TRUE,2019-07-05T09:51:51.000Z,,2019-07-05T09:47:51.000Z,2019-07-05 09:51:51 UTC,2019-07-05T09:47:51Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,TRUE,2018-11-22T07:27:53.000Z,,2018-11-22T07:23:53.000Z,2018-11-22 07:27:53 UTC,2018-11-22T07:23:53Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,TRUE,2019-06-14T05:22:59.000Z,,2019-06-14T05:18:59.000Z,2019-06-14 05:22:59 UTC,2019-06-14T05:18:59Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,TRUE,2019-01-27T19:07:37.000Z,,2019-01-27T19:03:37.000Z,2019-01-27 19:07:37 UTC,2019-01-27T19:03:37Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,TRUE,2019-03-28T06:06:38.000Z,,2019-03-28T06:02:38.000Z,2019-03-28 06:06:38 UTC,2019-03-28T06:02:38Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,TRUE,2019-06-16T11:16:18.000Z,,2019-06-16T11:12:18.000Z,2019-06-16 11:16:18 UTC,2019-06-16T11:12:18Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,TRUE,2018-10-20T23:40:37.000Z,,2018-10-20T23:36:37.000Z,2018-10-20 23:40:37 UTC,2018-10-20T23:36:37Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,TRUE,2019-05-16T20:37:40.000Z,,2019-05-16T20:33:40.000Z,2019-05-16 20:37:40 UTC,2019-05-16T20:33:40Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,TRUE,2019-02-15T06:15:34.000Z,,2019-02-15T06:11:34.000Z,2019-02-15 06:15:34 UTC,2019-02-15T06:11:34Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Low,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,TRUE,2019-02-26T01:00:09.000Z,,2019-02-26T00:56:09.000Z,2019-02-26 01:00:09 UTC,2019-02-26T00:56:09Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,TRUE,2019-04-23T00:59:04.000Z,,2019-04-23T00:55:04.000Z,2019-04-23 00:59:04 UTC,2019-04-23T00:55:04Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,TRUE,2019-03-05T23:11:33.000Z,,2019-03-05T23:07:33.000Z,2019-03-05 23:11:33 UTC,2019-03-05T23:07:33Z,01m4P000000m2dc
Closed,,Email,Product Support,High,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,TRUE,2018-11-15T05:37:07.000Z,,2018-11-15T05:33:07.000Z,2018-11-15 05:37:07 UTC,2018-11-15T05:33:07Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,TRUE,2019-06-21T03:11:50.000Z,,2019-06-21T03:07:50.000Z,2019-06-21 03:11:50 UTC,2019-06-21T03:07:50Z,01m4P000000m2dc
Closed,,Email,Product Support,High,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,TRUE,2019-02-07T13:58:49.000Z,,2019-02-07T13:54:49.000Z,2019-02-07 13:58:49 UTC,2019-02-07T13:54:49Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,TRUE,2019-10-06T12:12:02.000Z,,2019-10-06T12:08:02.000Z,2019-10-06 12:12:02 UTC,2019-10-06T12:08:02Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,TRUE,2018-11-06T09:09:47.000Z,,2018-11-06T09:05:47.000Z,2018-11-06 09:09:47 UTC,2018-11-06T09:05:47Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,TRUE,2019-05-12T05:57:06.000Z,,2019-05-12T05:53:06.000Z,2019-05-12 05:57:06 UTC,2019-05-12T05:53:06Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,TRUE,2019-02-05T18:12:42.000Z,,2019-02-05T18:08:42.000Z,2019-02-05 18:12:42 UTC,2019-02-05T18:08:42Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,TRUE,2019-03-31T15:31:28.000Z,,2019-03-31T15:27:28.000Z,2019-03-31 15:31:28 UTC,2019-03-31T15:27:28Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,TRUE,2019-02-20T00:16:29.000Z,,2019-02-20T00:12:29.000Z,2019-02-20 00:16:29 UTC,2019-02-20T00:12:29Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,TRUE,2019-03-23T20:25:54.000Z,,2019-03-23T20:21:54.000Z,2019-03-23 20:25:54 UTC,2019-03-23T20:21:54Z,01m4P000000m2dc
Closed,,Email,Product Support,High,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,TRUE,2019-05-05T16:59:34.000Z,,2019-05-05T16:55:34.000Z,2019-05-05 16:59:34 UTC,2019-05-05T16:55:34Z,01m4P000000m2dc
Closed,,Web,Product Support,High,proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,TRUE,2019-08-23T06:07:01.000Z,,2019-08-23T06:03:01.000Z,2019-08-23 06:07:01 UTC,2019-08-23T06:03:01Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,TRUE,2019-07-19T18:40:28.000Z,,2019-07-19T18:36:28.000Z,2019-07-19 18:40:28 UTC,2019-07-19T18:36:28Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,TRUE,2019-07-02T17:22:42.000Z,,2019-07-02T17:18:42.000Z,2019-07-02 17:22:42 UTC,2019-07-02T17:18:42Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,TRUE,2018-11-16T21:59:58.000Z,,2018-11-16T21:55:58.000Z,2018-11-16 21:59:58 UTC,2018-11-16T21:55:58Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,TRUE,2019-06-02T02:34:11.000Z,,2019-06-02T02:30:11.000Z,2019-06-02 02:34:11 UTC,2019-06-02T02:30:11Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,TRUE,2019-02-15T00:50:03.000Z,,2019-02-15T00:46:03.000Z,2019-02-15 00:50:03 UTC,2019-02-15T00:46:03Z,01m4P000000m2dc
Closed,,Email,Known Issue,High,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,TRUE,2019-03-16T13:44:01.000Z,,2019-03-16T13:40:01.000Z,2019-03-16 13:44:01 UTC,2019-03-16T13:40:01Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,TRUE,2019-06-28T16:27:43.000Z,,2019-06-28T16:23:43.000Z,2019-06-28 16:27:43 UTC,2019-06-28T16:23:43Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,TRUE,2018-12-13T20:18:43.000Z,,2018-12-13T20:14:43.000Z,2018-12-13 20:18:43 UTC,2018-12-13T20:14:43Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,TRUE,2019-07-17T00:48:02.000Z,,2019-07-17T00:44:02.000Z,2019-07-17 00:48:02 UTC,2019-07-17T00:44:02Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,TRUE,2018-11-13T02:05:34.000Z,,2018-11-13T02:01:34.000Z,2018-11-13 02:05:34 UTC,2018-11-13T02:01:34Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,TRUE,2018-12-25T10:36:03.000Z,,2018-12-25T10:32:03.000Z,2018-12-25 10:36:03 UTC,2018-12-25T10:32:03Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,TRUE,2019-04-16T15:18:48.000Z,,2019-04-16T15:14:48.000Z,2019-04-16 15:18:48 UTC,2019-04-16T15:14:48Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,TRUE,2018-12-03T05:52:28.000Z,,2018-12-03T05:48:28.000Z,2018-12-03 05:52:28 UTC,2018-12-03T05:48:28Z,01m4P000000m2dc
Closed,,Web,Product Support,High,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,TRUE,2019-08-06T11:12:03.000Z,,2019-08-06T11:08:03.000Z,2019-08-06 11:12:03 UTC,2019-08-06T11:08:03Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,TRUE,2019-05-27T23:19:34.000Z,,2019-05-27T23:15:34.000Z,2019-05-27 23:19:34 UTC,2019-05-27T23:15:34Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,TRUE,2018-12-23T14:50:23.000Z,,2018-12-23T14:46:23.000Z,2018-12-23 14:50:23 UTC,2018-12-23T14:46:23Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,TRUE,2019-03-13T08:48:56.000Z,,2019-03-13T08:44:56.000Z,2019-03-13 08:48:56 UTC,2019-03-13T08:44:56Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,TRUE,2018-11-23T13:58:19.000Z,,2018-11-23T13:54:19.000Z,2018-11-23 13:58:19 UTC,2018-11-23T13:54:19Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Medium,nec sem duis aliquam convallis nunc proin at turpis a,TRUE,2019-05-17T18:55:35.000Z,,2019-05-17T18:51:35.000Z,2019-05-17 18:55:35 UTC,2019-05-17T18:51:35Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,TRUE,2019-05-14T01:00:55.000Z,,2019-05-14T00:56:55.000Z,2019-05-14 01:00:55 UTC,2019-05-14T00:56:55Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,TRUE,2019-04-04T08:04:09.000Z,,2019-04-04T08:00:09.000Z,2019-04-04 08:04:09 UTC,2019-04-04T08:00:09Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,TRUE,2019-06-06T03:51:31.000Z,,2019-06-06T03:47:31.000Z,2019-06-06 03:51:31 UTC,2019-06-06T03:47:31Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,TRUE,2019-03-21T07:46:25.000Z,,2019-03-21T07:42:25.000Z,2019-03-21 07:46:25 UTC,2019-03-21T07:42:25Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,TRUE,2019-09-17T07:42:14.000Z,,2019-09-17T07:38:14.000Z,2019-09-17 07:42:14 UTC,2019-09-17T07:38:14Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,TRUE,2018-12-24T05:49:12.000Z,,2018-12-24T05:45:12.000Z,2018-12-24 05:49:12 UTC,2018-12-24T05:45:12Z,01m4P000000m2dc
